question_id,question,method,rank,passage_id,score,source,passage,relevant
Q01,My wife is a British citizen and I want to move to the UK to live with her. Which visa should I apply for?,Full,3,a662f6352fa7,0.491231322,https://www.gov.uk/family-permit/if-living-outside-uk-with-british-citizen,"Page Title: Apply for an EU Settlement Scheme family permit to join family in the UK

Content: Apply for an EU Settlement Scheme family permit to join family in the UK Skip contents If you're living outside the UK with a British citizen You can no longer apply for an EU Settlement Scheme family permit if you’re a family member of a British citizen who you lived with in the EU, Switzerland, Norway, Iceland or Liechtenstein. This was known as a ‘Surinder Singh’ application’. You may be able to apply for a family visa . If you applied before 9 August 2023, you will get a decision on your application as soon as possible. If your application is successful, you’ll get an EU Settlement Scheme family permit. View a printable version of the whole guide Related content",1
Q01,My wife is a British citizen and I want to move to the UK to live with her. Which visa should I apply for?,Full,4,3a75b25a5a4a,0.434446245,https://www.gov.uk/uk-family-visa,". You can apply to stay with them as a dependant instead. You have a visitor visa or a visa for 6 months or less You’ll usually need to leave the UK to apply for a family visa if either: you have permission to be in the UK as a visitor your visa is for 6 months or less However, you might be able to switch to a family visa in the UK if you have either: a 6-month family visa as a fiancé, fiancée or proposed civil partner permission to stay in the UK for the outcome of a family court case or divorce View a printable version of the whole guide",0
Q02,What is the minimum income requirement for a partner or spouse family visa?,BM25,1,e61e4c23e6ff,35.44160847,https://www.gov.uk/uk-family-visa/proof-income-partner,"Content: Family visas: apply, extend or switch Skip contents Financial requirements if you’re applying as a partner or spouse If you apply for a family visa as a partner, you and your partner usually need to prove that your combined income is at least £29,000 a year. This is called a ‘minimum income requirement’. The financial requirements are different if either: your partner is getting certain disability or carer’s benefits you first applied as a partner before 11 April 2024 and you’re extending that visa - this includes if you first applied as a fiancé, fiancée or proposed civil partner How you prove your income depends on how you got it. You may be able to use your savings instead of income to show you meet the requirement",1
Q02,What is the minimum income requirement for a partner or spouse family visa?,BM25,2,d12572986116,35.39646145,https://www.gov.uk/uk-family-visa/provide-information,". You’ll need to follow extra guidance if: you or your family member’s income is not from employment, for example it’s from running a limited company, savings, or a pension you or your family member have taken maternity or paternity leave in the last 6 months you want to combine different income sources Check the guidance in: Appendix FM and Appendix HM armed forces: minimum income requirement if you’re applying as a partner Appendix FM and adult dependent relatives: maintenance and accommodation if you’re applying as a parent or an adult coming to be cared for by a relative If you’re applying as a child, check the guidance for the type of application your parent is making",0
Q02,What is the minimum income requirement for a partner or spouse family visa?,BM25,3,d6f5d987d57f,32.97393634,immigration_data\immigration_rules_full_20260630.pdf,"is a child under the age of 21 years of the spouse or civil partner of the 
relevant sponsor (in accordance, in respect of the spouse or civil 
partner, with the first sub-paragraph (a), together with either the second 
sub-paragraph (a) or sub-paragraph (b)(i) or (b)(ii), of the definition of 
joining family member of a relevant sponsor in Annex 1); and 
(ii) The spouse or civil partner has been or is being granted indefinite 
leave to enter or remain under paragraph EU2A of this Appendix  
 
Persons eligible for indefinite leave to enter or remain as a family member of a 
qualifying British citizen 
 
EU12. The applicant meets the eligibility requirements for indefinite leave to enter or 
remain as a family member of a qualifying British citizen, or as a family member",0
Q02,What is the minimum income requirement for a partner or spouse family visa?,BM25,4,69b0b19e3141,32.1586007,https://www.gov.uk/government/publications/exempt-exm/appendix-hm-armed-forces-caseworker-guidance-accessible,". The applicant must show they meet the English language requirement, or are exempt, as set out in Appendix English Language. Financial requirements In considering the financial requirements in paragraphs AF 16.1. to AF 17.7. of Appendix HM Armed Forces for a partner or child of a HM Armed Forces member or an HM Armed Forces service leaver, you must refer to the Family Migration: Appendix FM and Appendix HM Armed Forces Minimum Income Requirement guidance. The applicant must show they meet the financial requirement as specified in Appendix FM-SE. Accommodation requirement The applicant’s accommodation in the UK must not be overcrowded or contravene public health regulations",0
Q02,What is the minimum income requirement for a partner or spouse family visa?,Dense,1,e61e4c23e6ff,0.30798307,https://www.gov.uk/uk-family-visa/proof-income-partner,"Content: Family visas: apply, extend or switch Skip contents Financial requirements if you’re applying as a partner or spouse If you apply for a family visa as a partner, you and your partner usually need to prove that your combined income is at least £29,000 a year. This is called a ‘minimum income requirement’. The financial requirements are different if either: your partner is getting certain disability or carer’s benefits you first applied as a partner before 11 April 2024 and you’re extending that visa - this includes if you first applied as a fiancé, fiancée or proposed civil partner How you prove your income depends on how you got it. You may be able to use your savings instead of income to show you meet the requirement",1
Q02,What is the minimum income requirement for a partner or spouse family visa?,Dense,2,883b3f672d08,0.4926021,https://www.gov.uk/uk-family-visa/print,". This is called a ‘minimum income requirement’. The financial requirements are different if either: your partner is getting certain disability or carer’s benefits you first applied as a partner before 11 April 2024 and you’re extending that visa - this includes if you first applied as a fiancé, fiancée or proposed civil partner How you prove your income depends on how you got it. You may be able to use your savings instead of income to show you meet the requirement. Check the information and evidence you’ll need to prove your income",0
Q02,What is the minimum income requirement for a partner or spouse family visa?,Dense,3,0278dcba8524,0.69333565,https://www.gov.uk/uk-family-visa/proof-income-partner,". The caseworker considers your income and housing costs. Check the guidance in Appendix FM and Appendix HM armed forces: minimum income requirement for more information. If you first applied as a partner before 11 April 2024 and you’re extending that visa If you’re extending your stay with the same partner, you and your partner will need to prove that your combined income is at least £18,600 a year",0
Q02,What is the minimum income requirement for a partner or spouse family visa?,Dense,4,53cc09a65435,0.82400686,immigration_data\immigration_rules_full_20260630.pdf,"their partner can be married to, or in a civil partnership with, another person at the 
date of application. 
 
E-ECP.2.10. The applicant and partner must intend to live together permanently in 
the UK. 
 
Financial requirements 
E-ECP.3.1. The applicant must provide specified evidence, from the sources listed in 
paragraph E-ECP.3.2., of:  
(a) a specified gross annual income of at least £29,000  
(b) specified savings of:  
(i) £16,000; and  
(ii) additional savings of an amount equivalent to 2.5 times the amount 
which is the difference between the gross annual income from the 
sources listed in paragraph E-ECP.3.2.(a)- (d) and the total amount 
required under paragraph E-ECP.3.1.(a); or  
(c) the requirements in paragraph E-ECP.3.3. being met.",1
Q02,What is the minimum income requirement for a partner or spouse family visa?,Full,1,e61e4c23e6ff,0.999667764,https://www.gov.uk/uk-family-visa/proof-income-partner,"Content: Family visas: apply, extend or switch Skip contents Financial requirements if you’re applying as a partner or spouse If you apply for a family visa as a partner, you and your partner usually need to prove that your combined income is at least £29,000 a year. This is called a ‘minimum income requirement’. The financial requirements are different if either: your partner is getting certain disability or carer’s benefits you first applied as a partner before 11 April 2024 and you’re extending that visa - this includes if you first applied as a fiancé, fiancée or proposed civil partner How you prove your income depends on how you got it. You may be able to use your savings instead of income to show you meet the requirement",1
Q02,What is the minimum income requirement for a partner or spouse family visa?,Full,2,a56b8d5eb2e1,0.996053815,https://www.gov.uk/uk-family-visa/print,". If you applied before 9 July 2012 You can only extend your family visa if all the following are true: you were given permission to stay in the UK as a partner before 9 July 2012 you are not eligible to settle in the UK you have not been granted or refused another visa You must also prove that: you have knowledge of English you and your partner have enough money to financially support yourself and your dependants without relying on public funds Check the information and evidence you’ll need to prove your income. 3. Financial requirements if you’re applying as a partner or spouse If you apply for a family visa as a partner, you and your partner usually need to prove that your combined income is at least £29,000 a year. This is called a ‘minimum income requirement’",1
Q02,What is the minimum income requirement for a partner or spouse family visa?,Full,3,883b3f672d08,0.942055106,https://www.gov.uk/uk-family-visa/print,". This is called a ‘minimum income requirement’. The financial requirements are different if either: your partner is getting certain disability or carer’s benefits you first applied as a partner before 11 April 2024 and you’re extending that visa - this includes if you first applied as a fiancé, fiancée or proposed civil partner How you prove your income depends on how you got it. You may be able to use your savings instead of income to show you meet the requirement. Check the information and evidence you’ll need to prove your income",0
Q02,What is the minimum income requirement for a partner or spouse family visa?,Full,4,0278dcba8524,0.929415822,https://www.gov.uk/uk-family-visa/proof-income-partner,". The caseworker considers your income and housing costs. Check the guidance in Appendix FM and Appendix HM armed forces: minimum income requirement for more information. If you first applied as a partner before 11 April 2024 and you’re extending that visa If you’re extending your stay with the same partner, you and your partner will need to prove that your combined income is at least £18,600 a year",0
Q03,What evidence can I provide to prove that my relationship with my partner is genuine?,BM25,1,2b68bf589c98,35.09574208,https://www.gov.uk/government/consultations/draft-legislation-to-help-more-people-prove-their-identity-online/consultation-on-draft-legislation-to-support-identity-verification,. Question 11 Do you have further comments on this proposed objective? Question 12 Please indicate whether you are happy for the relevant points and comments you have made to be published in the consultation summary report: I am happy for my responses to be published alongside my name and organisation I am happy for my responses to be published alongside my organisation I am happy for my responses to be published anonymously I do not want any of my responses to be published Timetable A provisional timetable for introducing the power is set out below. Please be aware this may be subject to change as we will progress through the parliamentary process. A final timetable will be confirmed following the consultation period and published on GOV.UK,0
Q03,What evidence can I provide to prove that my relationship with my partner is genuine?,BM25,2,978198a03841,34.44906305,https://www.gov.uk/government/publications/microsoft-365-copilot-experiment-cross-government-findings-report/microsoft-365-copilot-experiment-cross-government-findings-report-html,". There was an especially significant trend within the Finance profession. Some testimonials to support this include: “I have found M365 Copilot to be an incredibly versatile tool, especially given my role…. M365 Copilot has been instrumental in ensuring that I pick up all the action points in email chains and in analysing documents to double-check my understanding. Additionally, it provides summary overviews of unfamiliar technical subjects that arise during my work.” “M365 Copilot has added value through its ability to analyse data quickly, provide referenced viewpoints, and enhance my work visually",0
Q03,What evidence can I provide to prove that my relationship with my partner is genuine?,BM25,3,8597834be881,34.03585116,https://www.gov.uk/government/news/millions-to-get-faster-easier-access-to-government-support-with-new-ai-tool,". How can the government help me?” “What free childcare am I entitled to?” “How do I get maternity pay?” “How can I find an apprenticeship?” “What government schemes are available to help me buy my first home?” “How much Stamp Duty will I pay as a first-time buyer?” “I’m coming up to retirement - what benefits might I be entitled to?” “What is Pension Credit and would I get it?” “How do I find out how much State Pension I’ll get?” “How do I set up a limited company?” “What government support is available to help my business grow?” In each case, GOV.UK Chat draws on information from across GOV.UK to provide clear answers, relevant links, and signposting to tools such as the childcare calculator, the Stamp Duty calculator, the maternity pay calculator, and the benefits eligibility checker",0
Q03,What evidence can I provide to prove that my relationship with my partner is genuine?,BM25,4,9e56dcc9a3ae,32.98295802,https://www.gov.uk/service-manual/user-research/start-by-learning-user-needs,". Writing user needs Once you have a good understanding of your users’ needs, you should write them down and add them to your descriptions of users. User needs are usually written in the format: I need/want/expect to… [what does the user want to do?] So that… [why does the user want to do this?] If it’s helpful, you can add: As a… [which type of user has this need?] When… [what triggers the user’s need?] Because… [is the user constrained by any circumstances?] Example: As a [British person] I need [to provide proof of my identity and visa permissions to border control] So that [I can travel abroad and prove my identity] Write user needs from a personal perspective using words that users would recognise and use themselves",0
Q03,What evidence can I provide to prove that my relationship with my partner is genuine?,Dense,1,bb1d0cd2b3fb,0.62557,https://www.gov.uk/uk-family-visa/partner-spouse?step-by-step-nav=b86a99b4-40be-4c12-a61c-9fac22e53ddc,". How to prove your relationship Send evidence that: comes from the government, a bank, landlord, utility provider, or a medical professional confirms your relationship with your partner - for example, that you live together, share expenses or are married or in a civil partnership is less than 4 years old You can use things like: a marriage certificate or civil partnership certificate a tenancy agreement, utility bills or Council Tax bills confirming that you live at the same address or pay bills together a bank statement from a joint bank account, or confirming that you live at the same address a letter from your doctor or dentist confirming that you live at the same address If you do not have any evidence that meets these criteria, there is other evidence you can provide instead,",1
Q03,What evidence can I provide to prove that my relationship with my partner is genuine?,Dense,2,4421c8913c83,0.85649085,https://www.gov.uk/uk-expansion-worker-visa/print,". Your partner You must be able to prove one of the following: you’re in a civil partnership or marriage that’s recognised in the UK you’ve been living together in a relationship for at least 2 years when you apply you’ve been in a relationship for at least 2 years when you apply but you cannot live together, for example because you’re working or studying in different places, or it’s not accepted in your culture If you’re not living together, you’ll need to prove that you have an ongoing commitment to each other, for example by providing evidence that you: communicate regularly with each other support each other financially care for any children you have together spend time together as a couple, for example on holiday or at events Your child They must: live with you, unless they’re living",0
Q03,What evidence can I provide to prove that my relationship with my partner is genuine?,Dense,3,2981e0e05015,1.0960096,immigration_data\immigration_rules_full_20260630.pdf,"husband, wife or civil partner, or 
(ii) At least three of the following types of specified documents to 
demonstrate a relationship similar in nature to marriage or civil 
partnership, including unmarried and same-sex relationships, covering 
a full two-year period immediately before the date of the application: 
(1) a bank statement or letter from a bank confirming a joint 
bank account held in both names, 
(2) an official document such as a mortgage agreement showing 
a joint mortgage, 
(3) official documents such as deeds of ownership or a 
mortgage agreement showing a joint investment, such as in 
property or business, 
(4) a joint rent (tenancy) agreement, 
(5) any other official correspondence linking both partners to the",1
Q03,What evidence can I provide to prove that my relationship with my partner is genuine?,Dense,4,57f4f6765c9f,1.1515298,immigration_data\immigration_rules_full_20260630.pdf,"their partner, the likelihood of a relevant change in that relationship 
during the period of limited leave applied for. 
(c) in respect of any other credible and reliable source of income or funds for 
the applicant or their partner: 
(i) whether the applicant has provided verifiable documentary evidence 
of the source; 
(ii) whether that evidence is provided by a financial institution regulated 
by the appropriate regulatory body for the country in which that 
institution is operating, and is signed, dated and witnessed or otherwise 
independently verified; 
(iii) where the income is or the funds are based on, or derived from, 
ownership of an asset, whether the applicant has provided verifiable 
documentary evidence of its current or previous ownership by the",0
Q03,What evidence can I provide to prove that my relationship with my partner is genuine?,Full,1,bb1d0cd2b3fb,0.988707185,https://www.gov.uk/uk-family-visa/partner-spouse?step-by-step-nav=b86a99b4-40be-4c12-a61c-9fac22e53ddc,". How to prove your relationship Send evidence that: comes from the government, a bank, landlord, utility provider, or a medical professional confirms your relationship with your partner - for example, that you live together, share expenses or are married or in a civil partnership is less than 4 years old You can use things like: a marriage certificate or civil partnership certificate a tenancy agreement, utility bills or Council Tax bills confirming that you live at the same address or pay bills together a bank statement from a joint bank account, or confirming that you live at the same address a letter from your doctor or dentist confirming that you live at the same address If you do not have any evidence that meets these criteria, there is other evidence you can provide instead,",1
Q03,What evidence can I provide to prove that my relationship with my partner is genuine?,Full,2,2981e0e05015,0.932181358,immigration_data\immigration_rules_full_20260630.pdf,"husband, wife or civil partner, or 
(ii) At least three of the following types of specified documents to 
demonstrate a relationship similar in nature to marriage or civil 
partnership, including unmarried and same-sex relationships, covering 
a full two-year period immediately before the date of the application: 
(1) a bank statement or letter from a bank confirming a joint 
bank account held in both names, 
(2) an official document such as a mortgage agreement showing 
a joint mortgage, 
(3) official documents such as deeds of ownership or a 
mortgage agreement showing a joint investment, such as in 
property or business, 
(4) a joint rent (tenancy) agreement, 
(5) any other official correspondence linking both partners to the",1
Q03,What evidence can I provide to prove that my relationship with my partner is genuine?,Full,3,1d326df2c1bd,0.545579135,https://www.gov.uk/student-visa/family-members,"when you apply, for example: a marriage or civil partnership certificate for your partner a birth certificate for your child Find out what other documents you can use to prove your relationship",0
Q03,What evidence can I provide to prove that my relationship with my partner is genuine?,Full,4,f8b2f9f0ace7,0.391463757,https://www.gov.uk/uk-family-visa/provide-information,together - you’ll need to provide proof like council tax bills things you pay for together whether you’re your partner’s carer Your previous partners You’ll need to include details of anyone you previously married or had children with,1
Q04,"I want to come to the UK to marry my British partner. How long can I stay as a fiancé or fiancée, and what happens after we marry?",BM25,1,2b68bf589c98,56.59892935,https://www.gov.uk/government/consultations/draft-legislation-to-help-more-people-prove-their-identity-online/consultation-on-draft-legislation-to-support-identity-verification,. Question 11 Do you have further comments on this proposed objective? Question 12 Please indicate whether you are happy for the relevant points and comments you have made to be published in the consultation summary report: I am happy for my responses to be published alongside my name and organisation I am happy for my responses to be published alongside my organisation I am happy for my responses to be published anonymously I do not want any of my responses to be published Timetable A provisional timetable for introducing the power is set out below. Please be aware this may be subject to change as we will progress through the parliamentary process. A final timetable will be confirmed following the consultation period and published on GOV.UK,0
Q04,"I want to come to the UK to marry my British partner. How long can I stay as a fiancé or fiancée, and what happens after we marry?",BM25,2,8597834be881,54.72779984,https://www.gov.uk/government/news/millions-to-get-faster-easier-access-to-government-support-with-new-ai-tool,". How can the government help me?” “What free childcare am I entitled to?” “How do I get maternity pay?” “How can I find an apprenticeship?” “What government schemes are available to help me buy my first home?” “How much Stamp Duty will I pay as a first-time buyer?” “I’m coming up to retirement - what benefits might I be entitled to?” “What is Pension Credit and would I get it?” “How do I find out how much State Pension I’ll get?” “How do I set up a limited company?” “What government support is available to help my business grow?” In each case, GOV.UK Chat draws on information from across GOV.UK to provide clear answers, relevant links, and signposting to tools such as the childcare calculator, the Stamp Duty calculator, the maternity pay calculator, and the benefits eligibility checker",0
Q04,"I want to come to the UK to marry my British partner. How long can I stay as a fiancé or fiancée, and what happens after we marry?",BM25,3,1c32dd408f5d,51.73307129,https://www.gov.uk/government/publications/cdei-publishes-commissioned-research-on-algorithmic-transparency-in-the-public-sector/britainthinks-complete-transparency-complete-simplicity,". Focus group participant I personally wouldn’t [look at information on the algorithm]. I suppose it would depend on what the algorithm is and if it will make a difference on my everyday life, I would like to see it in that case. Focus group participant 4. Expectations for transparency 4.1 The tension between total transparency and simplicity Unknown unknowns: initial desire for high levels of transparency As participants start to build their knowledge of algorithmic decision making and its uses, they move from low engagement and interest, to a desire for detailed information. This is a common reaction: as we become aware of a topic we realise how much more there is to learn",0
Q04,"I want to come to the UK to marry my British partner. How long can I stay as a fiancé or fiancée, and what happens after we marry?",BM25,4,3b2c3f9c867b,51.61199342,https://www.gov.uk/apply-to-come-to-the-uk/print,"Content: How to apply for a visa to come to the UK Printable version Print this page 1. Overview You may need a visa to come to the UK to study, work, visit or join family. There are different visas depending on: where you come from why you want to come to the UK how long you want to stay for your personal circumstances and skills You may be able to apply for an electronic travel authorisation (ETA) instead of a visa. This depends on your nationality and your reason for coming to the UK, for example if you’re visiting or transiting through a UK airport. You do not need to apply for a visa if you’re an Irish citizen. What you need to do Check if you need a visa. The check if you need a visa tool will tell you what your options are",0
Q04,"I want to come to the UK to marry my British partner. How long can I stay as a fiancé or fiancée, and what happens after we marry?",Dense,1,68c547f68940,0.46400234,https://www.gov.uk/marriage-visa,". You must apply for British citizenship instead. What you can and cannot do You can: marry or enter into a civil partnership in the UK within 6 months of your arrival - you must use a venue licensed for this purpose pass through the UK in transit (on your way to another country) You cannot: get public funds (benefits) bring in family members (‘dependants’) - they must apply separately live in the UK for extended periods through frequent visits extend your visa or switch to another visa work - except for permitted activities related to your work or business overseas, such as attending meetings study You can read detailed guidance about what you can and cannot do with a Marriage Visitor visa . How long you can stay You can use this visa to visit the UK for up to 6 months",0
Q04,"I want to come to the UK to marry my British partner. How long can I stay as a fiancé or fiancée, and what happens after we marry?",Dense,2,ab5377c2badb,0.5392844,https://www.gov.uk/marriage-visa,. How long you can stay You can use this visa to visit the UK for up to 6 months. When to apply and how long it takes You must apply for a Marriage Visitor visa before you come to the UK if you need one. You’ll also need to go to an appointment at a visa application centre . You may have to travel to get to your nearest centre - it could be in another country. At the centre you will: have your fingerprints and photo (biometric information) taken need to take your passport with you - you’ll be able to collect it on the day You’ll be told if the visa application centre will keep any of your other documents when you apply. The earliest you can apply is 3 months before you travel,0
Q04,"I want to come to the UK to marry my British partner. How long can I stay as a fiancé or fiancée, and what happens after we marry?",Dense,3,3e565a43415c,0.54171234,https://www.gov.uk/uk-family-visa/partner-spouse,". You can do this by providing evidence that you: communicate regularly with each other support each other financially care for any children you have together spend time together as a couple, for example on holiday or at events How long you can stay You can stay in the UK for 2 years and 9 months. After this, you’ll need to apply to extend your stay. If you’re applying as a fiancé, fiancée or proposed civil partner You can stay in the UK for 6 months. After you marry or become civil partners, you’ll need to apply to extend your stay. Extend or switch to this visa If you extend your family visa or switch to this visa you can stay in the UK for a further 2 years and 6 months. You can extend your visa more than once",1
Q04,"I want to come to the UK to marry my British partner. How long can I stay as a fiancé or fiancée, and what happens after we marry?",Dense,4,ca7a8d53e10b,0.5908773,immigration_data\immigration_rules_full_20260630.pdf,"or proposed civil partner (i.e. with a view to marriage or civil 
partnership and permanent settlement in the United Kingdom) 
290. The requirements to be met by a person seeking leave to enter the United 
Kingdom as a fiance(e) or proposed civil partner are that: 
 
(i) the applicant is seeking leave to enter the United Kingdom for marriage or 
civil partnership to a person present and settled in the United Kingdom or who 
is on the same occasion being admitted for settlement; and  
(ii) the parties to the proposed marriage or civil partnership have met; and  
(iii) each of the parties intends to live permanently with the other as his or her 
spouse or civil partner after the marriage or civil partnership ; and  
(iv) adequate maintenance and accommodation without recourse to public",0
Q04,"I want to come to the UK to marry my British partner. How long can I stay as a fiancé or fiancée, and what happens after we marry?",Full,1,3e565a43415c,0.991774797,https://www.gov.uk/uk-family-visa/partner-spouse?step-by-step-nav=b86a99b4-40be-4c12-a61c-9fac22e53ddc,". You can do this by providing evidence that you: communicate regularly with each other support each other financially care for any children you have together spend time together as a couple, for example on holiday or at events How long you can stay You can stay in the UK for 2 years and 9 months. After this, you’ll need to apply to extend your stay. If you’re applying as a fiancé, fiancée or proposed civil partner You can stay in the UK for 6 months. After you marry or become civil partners, you’ll need to apply to extend your stay. Extend or switch to this visa If you extend your family visa or switch to this visa you can stay in the UK for a further 2 years and 6 months. You can extend your visa more than once",1
